time_hours,weather,satellite_longitude_deg,satellite_latitude_deg,satellite_radius_km,uplink_range_km,downlink_range_km,uplink_elevation_deg,downlink_elevation_deg,uplink_FSPL_dB,downlink_FSPL_dB,uplink_rain_attenuation_dB,downlink_rain_attenuation_dB,downlink_Tsys_K,uplink_Eb_N0_dB,downlink_Eb_N0_dB,combined_Eb_N0_dB_noise_only,combined_margin_dB_noise_only,combined_Eb_NI_dB,combined_margin_dB_with_interference,uplink_ASI_C_I_dB,downlink_ASI_C_I_dB,IMD_C_I_dB,BER_with_interference_uncoded,BER_with_interference_with_coding_gain,shannon_capacity_with_interference_Mbps,shannon_capacity_margin_with_interference_Mbps
10.0,uplink: clear; downlink: clear,13.029626781204172,-0.03478348161910633,42144.24881253055,37642.086880233735,37804.72434847407,41.557103774167665,39.416241259187956,206.88603456841741,205.58454643635645,0.05285744262448643,0.10495521520788113,133.80652816538745,14.027860956919113,14.643867898214808,11.31465174654491,4.314651746544911,10.838812859721674,3.838812859721674,25.594813342169086,15.679860745492588,30.0,4.2059480502259656e-07,1.7313422480803697e-12,76.59008407237722,66.59008407237722
11.0,uplink: clear; downlink: clear,13.015071707724532,-0.03871745874504049,42153.95219485031,37652.04314626047,37815.144870229335,41.55456565932022,39.407873787276536,206.8883316672321,205.586940291396,0.1292656531991686,0.0936697812926819,133.10930247655452,13.94915564752975,14.67544842418539,11.286837034022,4.286837034022,10.814140447327521,3.814140447327521,25.597534670733204,15.682498623460233,30.0,4.5170626597742326e-07,1.991209905978671e-12,76.36270085363802,66.36270085363802
12.0,uplink: clear; downlink: clear,12.999483922673454,-0.0399985203292601,42164.34405155103,37662.462011531075,37826.07135650664,41.55510290559555,39.401917164281585,206.8907348461226,205.5894496707881,0.16710530135626145,0.07580137778141864,132.00058883600119,13.908912820482158,14.72713283932805,11.288482006328223,4.288482006328223,10.81568254449509,3.8156825444950897,25.59828811811812,15.683159315038269,30.0,4.497011390119887e-07,1.9739261303354636e-12,76.37690427857923,66.37690427857923
13.0,uplink: clear; downlink: clear,12.983931499177725,-0.038538888188567495,42174.712333881514,37672.62962023388,37836.75517244284,41.55867790985395,39.398777946402625,206.8930794301856,205.59190261765804,0.08571151761567967,0.14732628079351875,136.415270730014,13.987962020159728,14.510283782269681,11.230975281119726,4.230975281119726,10.763917699514153,3.7639176995141526,25.596805472361975,15.681580916003233,30.0,5.216998803186571e-07,2.640617348303524e-12,75.9007611430489,65.9007611430489
14.0,uplink: clear; downlink: clear,12.969480087394674,-0.0344385761388675,42184.34660840355,37681.84927715896,37846.46426361851,41.56504623153835,39.3986706058721,206.89520487578943,205.59413117229747,0.1655433402894758,0.07692969664039895,132.07126536642076,13.906004751882108,14.718998316239151,11.283205374377474,4.283205374377474,10.81044876937386,3.81044876937386,25.593434413992497,15.678117621418915,30.0,4.5653997466892505e-07,2.0331783378156715e-12,76.32870350954924,66.32870350954924
15.0,uplink: clear; downlink: clear,12.957119896293632,-0.027978537060723906,42192.586735804245,37689.48918840047,37854.53331653304,41.57377320209912,39.401603003045594,206.89696574212053,205.59598284943792,0.09981076988927089,0.10495406309634506,133.80859972460848,13.969976455951212,14.632365401379275,11.278254691076327,4.278254691076327,10.805563525337593,3.8055635253375932,25.58904831249893,15.673649103081802,30.0,4.63009875469607e-07,2.09002269194174e-12,76.28372461252842,66.28372461252842
16.0,uplink: clear; downlink: clear,12.947697844658355,-0.019601412042317305,42198.86810356109,37695.025769097214,37860.40935869347,41.584263254438405,39.40737571131534,206.89824160438528,205.59733102859553,0.04172099288463282,0.02413336323441006,128.76552178991213,14.026790370691117,14.878682260891424,11.421581866380933,4.421581866380933,10.933447403530362,3.933447403530362,25.584813169146223,15.669347030964737,30.0,3.187129635934853e-07,1.00522481256564e-12,77.46498012322424,67.46498012322424
17.0,uplink: clear; downlink: clear,12.941859530315465,-0.00988120066617611,42202.76031312302,37698.079546097804,37863.68967031866,41.59580008458239,39.41559527807888,206.89894524352866,205.59808356114826,0.05963572927433439,0.10528364619861905,133.8269219645052,14.008171995158023,14.62934047341443,11.297360067386848,4.2973600673868475,10.821965183145707,3.821965183145707,25.581874503754616,15.666361559001057,30.0,4.416166947401609e-07,1.9049876199885794e-12,76.43478225036768,66.43478225036768
18.0,uplink: clear; downlink: clear,12.94000499385026,0.0005160693720720172,42203.99667076649,37698.4411883103,37864.149403992546,41.60759506725135,39.42570062152739,206.8990285679133,205.59818902291775,0.1520677838944074,0.09078368695788362,132.92778345429733,13.915656616153314,14.673012233056426,11.267546168644756,4.267546168644756,10.795148567744548,3.7951485677445476,25.581048540330006,15.665512165067135,30.0,4.770866273652212e-07,2.2163472717764436e-12,76.18787201648087,66.18787201648087
19.0,uplink: clear; downlink: clear,12.942261307874702,0.010877978400012443,42202.49246141686,37696.08587336443,37861.7570129465,41.618840786739675,39.43700090538504,206.89848587585095,205.59764020031298,0.16648799637714176,0.0011155997372918724,127.30790757450211,13.901779095732934,14.95083297160869,11.384407446874661,4.384407446874661,10.899977681254413,3.8999776812544127,25.582600806577773,15.667066000376979,30.0,3.517991119613496e-07,1.2199729274800183e-12,77.15505845289698,67.15505845289698
